quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,CUNDINAMARCA,,250,70,Almacafé,2014,"June 24th, 2014",Caturra,Completed,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,Sample  83.58,0%,0 full defects,0,Green,0 full defects,"June 24th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1600,
83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,Santander,,250,70,Almacafé,2014,"March 13th, 2014",Caturra,Completed,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,Sample  83.58,12%,0 full defects,0,Green,1 full defects,"March 13th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1550,
83.58,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,Santander,,250,70,Almacafé,2014,"March 21st, 2014",Caturra,Completed,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,Sample  83.58,0%,0 full defects,0,,0 full defects,"March 21st, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1550,
83.58,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Dragon Coffee 龍咖啡,Blossom Valley宸嶧國際,Taichung Xinshe 台中市新社區,Gu zhi min 古智閔,10,30,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Completed,Other,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,Sample  83.58,11%,0 full defects,0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1000,
83.58,Racafe & Cia S.C.A,Colombia,,C.I.Racafe & Cia S.C.A,HUILA,LA PLATA,275,70,Almacafé,2012,"August 31st, 2012",Caturra,Completed,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,Sample  83.58,11%,0 full defects,0,Green,3 full defects,"August 31st, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.58,ALFREDO BOJALIL,Mexico,OJO DE AGUA,ECOMTRADING,XALAPA,JULIAN ALBERTO URRUTIA MOYA,250,1,AMECAFE,2012,"June 6th, 2012",Typica,Completed,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,Sample  83.58,12%,0 full defects,0,,2 full defects,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1000,
83.58,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,CUNDINAMARCA,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70,Almacafé,2012,"April 2nd, 2012",Caturra,Completed,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,Sample  83.58,11%,0 full defects,0,Green,4 full defects,"April 2nd, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,2136,
83.58,NUCOFFEE,Brazil,Fazenda Jericó,NUCOFFEE,South of Minas Gerais,Alvaro Resende Aguiar,33,60,NUCOFFEE,2012,"January 23rd, 2012",Catuai,Completed,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,Sample  83.58,12%,0 full defects,0,Blue-Green,2 full defects,"January 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,1100,
83.5,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,cundinamarca,Orlando Moreno / Willson Sanchez,50,70,Almacafé,2016,"February 20th, 2017",Caturra,Completed,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,Sample  83.50,0%,0 full defects,0,Bluish-Green,5 full defects,"February 20th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1799,
83.5,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,宸嶧國際,,黑咖啡道王憲備0912326001        ,1,10,Blossom Valley International,2016 / 2017,"February 13th, 2017",,Completed,,7.58,7.58,7.17,7.17,7,7,10,10,10,10,Sample  83.50,11%,0 full defects,0,Blue-Green,0 full defects,"February 13th, 2018",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,
83.5,"CECA, S.A.",Costa Rica,,"CECA,S.A.",Tarrazu,Martin Gutierrez,245,69,Specialty Coffee Association of Costa Rica,2015,"June 6th, 2016",Caturra,Completed,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,Sample  83.50,0%,0 full defects,0,Blue-Green,0 full defects,"June 6th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1850,
83.5,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA,PITALITO - HUILA,Mecias Urbano / Yaniver Alvarez,250,70,Almacafé,2016,"April 7th, 2016",Caturra,Completed,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,Sample  83.50,0%,0 full defects,0,Green,0 full defects,"April 7th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1000,
83.5,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,"UNEX GUATEMALA, S.A.",ORIENTE,MARGARITA AVILA DE NUYENS,250,69,Asociacion Nacional Del Café,2016,"March 16th, 2016",Bourbon,Completed,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,Sample  83.50,10%,0 full defects,2,Bluish-Green,5 full defects,"March 16th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4000,
83.5,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,180,70,Almacafé,2015,"November 19th, 2015",Caturra,Completed,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,Sample  83.50,12%,0 full defects,0,Green,4 full defects,"November 18th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.5,Damari Absalome,"Tanzania, United Republic Of",ANO Family,TAWOCA,Nkure- Meru,Mr & Mrs Damari Absalome,5,60,Africa Fine Coffee Association,2015,"November 16th, 2015",Ruiru 11,Completed,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,Sample  83.50,13%,0 full defects,0,Green,21 full defects,"November 15th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1400,
83.5,Aulia Arif Syahri,Indonesia,Yusrin,PT. Olam Indonesia,Bener Meriah,Yusrin,200,30,Specialty Coffee Association,2015,"September 14th, 2015",Sumatra,Completed,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,Sample  83.50,13%,0 full defects,0,Bluish-Green,8 full defects,"September 13th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1500,
83.5,Debesa Agro Industry Plc,Ethiopia,,Debesa Agro Industry Plc,Oromia,Debesa,320,60,METAD Agricultural Development plc,2014,"March 31st, 2015",,Completed,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,Sample  83.50,10%,1 full defects,0,,18 full defects,"March 30th, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",meters,1600,
83.5,Federacion Nacional de Cafeteros,Colombia,,Federacion Nacional de Cafeteros,Huila,,275,2,Almacafé,2014,"March 12th, 2015",,Completed,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,Sample  83.50,0%,1 full defects,0,,0 full defects,"March 11th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
83.5,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,HUILA,,275,70,Almacafé,2014,"January 22nd, 2015",Caturra,Completed,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,Sample  83.50,11%,0 full defects,0,Green,0 full defects,"January 22nd, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1850,
83.5,The Coffee Source Inc.,Guatemala,SEVERAL,The Coffee Source Inc.,Atitlan,UNEX,250,1,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",Caturra,Completed,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,Sample  83.50,10%,0 full defects,0,Green,0 full defects,"December 18th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1400,
83.5,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,cundinamarca,,250,70,Almacafé,2014,"August 11th, 2014",Caturra,Completed,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,Sample  83.50,0%,2 full defects,0,,0 full defects,"August 11th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1650,
83.5,,Honduras,Los Hicaques,CIGRAH,Comayagua,Reynerio Zepeda,275,1,Instituto Hondureño del Café,2014/2015,"April 8th, 2014",Caturra,Completed,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,Sample  83.50,10%,0 full defects,0,Green,3 full defects,"April 8th, 2015",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1350,
83.5,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,Huila,,250,70,Almacafé,2013,"April 26th, 2013",Caturra,Completed,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,Sample  83.50,0%,1 full defects,0,Green,1 full defects,"April 26th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
83.5,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,Huila,,250,70,Almacafé,2013,"May 24th, 2013",Caturra,Completed,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,Sample  83.50,11%,0 full defects,,Green,2 full defects,"May 24th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
83.5,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES 1112LBAN,FINCA LOS BARREALES,XALAPA,MANUEL HERRERA JUAREZ,10,1,AMECAFE,2012,"August 31st, 2012",Bourbon,Completed,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,Sample  83.50,13%,0 full defects,0,Green,14 full defects,"August 31st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
83.5,MIGUEL CORTES MORENO,Mexico,,ESTRATEGIAS CONSTRUCTIVAS CORZU S.A. DE C.V.,CHILÓN,ARMANDO GUTIERREZ GUZMAN,10,1,AMECAFE,2012,"August 30th, 2012",Typica,Completed,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,Sample  83.50,11%,0 full defects,0,Green,12 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,940,
83.5,GABRIEL BERNARDO RIVAS ROSS,Mexico,LA CORRALERA,,TOTUTLA,GABRIEL BERNARD RIVAS ROSS,15,1,AMECAFE,2012,"July 11th, 2012",Pacamara,Completed,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,Sample  83.50,12%,0 full defects,0,Green,0 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
83.5,Juan Luis Alvarado Romero,Guatemala,SANTO TOMAS PACHUJ,KANEMATSU CORPORATION / RNP SANTO TOMAS PACHUJ,ATITLAN,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69,Asociacion Nacional Del Café,2012,"April 30th, 2012",Caturra,Completed,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,Sample  83.50,10%,0 full defects,0,Green,5 full defects,"April 30th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,5000,
83.5,Racafe & Cia S.C.A,Colombia,,C.I.Racafe & Cia S.C.A,Huila,La Plata,175,70,Almacafé,2012,"February 9th, 2012",Caturra,Completed,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,Sample  83.50,11%,0 full defects,0,Green,0 full defects,"February 8th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.5,Felipe Isaza,Guatemala,Conquista/Morito,Coffee Resources Inc.,Oriente,ConquistaMorito,250,2,Specialty Coffee Association,2012,"February 1st, 2012",Bourbon,Completed,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,Sample  83.50,0%,3 full defects,0,Green,12 full defects,"January 31st, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,feet,4600,
83.5,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,14,45.3592,Specialty Coffee Association,,"March 8th, 2011",,Completed,,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,Sample  83.50,1%,0 full defects,0,,0 full defects,"March 7th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
83.5,Specialty Coffee Association of Indonesia,Indonesia,PANCOER ANGKREK,,Bondowoso,PT. PERKEBUNAN NUSANTARA XII,10,60,Specialty Coffee Association of Indonesia,23-Jul-10,"November 29th, 2010",,Completed,,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,Sample  83.50,0%,0 full defects,0,,0 full defects,"November 29th, 2011",Specialty Coffee Association of Indonesia,"Ministry of Agriculture Republic Indonesia, Build C 5th Floor wing B Room 515 . Jl.Harsono RM South Jakarta",Balkis Faisal - 081284251303 / 085780031543,meters,1600,
83.42,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,HUILA,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29,Almacafé,2017 / 2018,"November 9th, 2017",Caturra,Completed,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,Sample  83.42,0%,0 full defects,2,Green,1 full defects,"November 9th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.42,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,"UNEX GUATEMALA, S.A.",SAN MARCOS,JORGE LEAL,50,69,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Bourbon,Completed,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,Sample  83.42,10%,0 full defects,0,Green,3 full defects,"August 23rd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
83.42,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,HUILA,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29,Almacafé,2016,"May 10th, 2017",Caturra,Completed,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,Sample  83.42,11%,0 full defects,0,Green,2 full defects,"May 10th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.42,"CECA, S.A.",Costa Rica,Gamboa,"CECA,S.A.",Tarrazu,Martin Gutierrez,275,69,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017",Caturra,Completed,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,Sample  83.42,9%,0 full defects,0,Blue-Green,4 full defects,"February 17th, 2018",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1850,
83.42,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,日月潭文武莊園,宸嶧國際,,黃素貞0939227229,1,10,Blossom Valley International,2015,"February 13th, 2017",,Completed,,7.67,7.67,7,7.08,7,7,10,10,10,10,Sample  83.42,11%,0 full defects,0,Blue-Green,0 full defects,"February 13th, 2018",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,
83.42,Bugisu Cooperative Union,Uganda,Bulago & Buginyanya,Bugisu Cooperative Union,Eastern,Bulago & Buginyanya,20,1218,Uganda Coffee Development Authority,2015,"July 21st, 2016",SL14,Completed,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,Sample  83.42,11%,0 full defects,0,Green,1 full defects,"July 21st, 2017",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1800,
83.42,松澤宏樹 Koju Matsuzawa,Thailand,Matsuzawa Coffee,Matsuzawa Coffee,Thailand,Matsuzawa Coffee,500,25,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",Catimor,Completed,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,Sample  83.42,13%,0 full defects,0,Bluish-Green,0 full defects,"June 27th, 2017",Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",meters,1200,
83.42,Consejo Salvadoreño del Café,El Salvador,La Joya,Consejo Salvadoreño del Café,Apaneca - Ilamatepec,"Ibero El Salvador, S.A. de C.V.",275,69,Salvadoran Coffee Council,2016,"April 25th, 2016",Bourbon,Completed,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,Sample  83.42,11%,0 full defects,0,,0 full defects,"April 25th, 2017",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,meters,1330,
83.42,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA,HUILA,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70,Almacafé,2015,"April 29th, 2015",Caturra,Completed,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,Sample  83.42,12%,4 full defects,0,Green,0 full defects,"April 28th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
83.42,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,BOURBON SPECIALTY COFFEES,VALE DA GRAMA,GABRIEL CARVALHO DIAS,300,60,Brazil Specialty Coffee Association,2014,"January 15th, 2015",Yellow Bourbon,Completed,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,Sample  83.42,12%,0 full defects,0,Green,6 full defects,"January 15th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
83.42,Ngila Estate Ltd,"Tanzania, United Republic Of",Ngila Estate,Ngila Estate Ltd,Karatu Northern,Ngila Estate Ltd,39,60,Africa Fine Coffee Association,2014,"December 12th, 2014",Bourbon,Completed,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,Sample  83.42,13%,0 full defects,0,Green,4 full defects,"December 12th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1600,
83.42,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,HUILA,,250,70,Almacafé,2014/2015,"October 15th, 2014",Caturra,Completed,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,Sample  83.42,12%,0 full defects,0,Green,1 full defects,"October 15th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1813,
83.42,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,"UNEX (GUATEMALA), S.A",ORIENTE,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2013,"August 21st, 2014",Bourbon,Completed,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,Sample  83.42,10%,0 full defects,0,Green,1 full defects,"August 21st, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
83.42,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,"SIEMBRAS VISIÓN, S.A.",ANTIGUA,"SIEMBRAS VISIÓN, S.A.",250,69,Asociacion Nacional Del Café,2014,"February 18th, 2014",Caturra,Completed,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,Sample  83.42,10%,0 full defects,0,Green,2 full defects,"February 18th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1500,
83.42,Juan Luis Alvarado Romero,Guatemala,EL MORITO,"UNEX (GUATEMALA), S.A.",ORIENTE,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,"July 16th, 2013",Bourbon,Completed,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,Sample  83.42,11%,0 full defects,0,Green,0 full defects,"July 16th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
83.42,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,13,45.3592,Specialty Coffee Association,2012,"January 24th, 2013",Hawaiian Kona,Completed,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,Sample  83.42,0%,0 full defects,0,Green,2 full defects,"January 24th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
83.42,Exportadora de Cafe Condor S.A,Colombia,varios,Exportadora de Cafe Condor S.A,cundinamarca,Exportadora de cafe condor,250,70,Almacafé,2012,"June 26th, 2012",Caturra,Completed,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,Sample  83.42,11%,0 full defects,0,Green,2 full defects,"June 26th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1450,
83.42,Federación Nacional de Cafeteros,Colombia,,,HUILA,,250,70,Almacafé,,"February 1st, 2011",,Completed,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,Sample  83.42,10%,1 full defects,0,,3 full defects,"February 1st, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
83.42,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Co-Op,,Kona,Kona Pacific Farmers Co-Op,12,60,Specialty Coffee Association,2010,"December 27th, 2010",,Completed,,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,Sample  83.42,1%,0 full defects,0,,0 full defects,"December 27th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
83.42,Doi Tung Development Project,Thailand,Doi Tung Development Project,,,Doi Tung Development Project,4,0.453592,Specialty Coffee Association,,"April 13th, 2010",Peaberry,Completed,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,Sample  83.42,11%,0 full defects,0,,0 full defects,"April 13th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
